client_id,servicio_id,nombre_servicio,regdate,meses_activo,domainstatus,paymentmethod,billingcycle,total,state
37,313,CLOUD PLUS,2018-11-20,24.0,Terminated,qr,Annually,299.0,Tarija
37,313,CLOUD PLUS,2018-11-20,24.0,Terminated,qr,Annually,299.0,Tarija
37,350,Comodo PositiveSSL,2019-04-17,12.0,Terminated,banktransfer,Annually,99.0,Tarija
37,359,Jupiter - Shared x1,2019-05-08,12.0,Terminated,banktransfer,Annually,299.0,Tarija
37,369,Jupiter - Shared x1,2019-06-14,24.0,Terminated,walletbo,Annually,299.0,Tarija
38,53,SHARED TURBO XXL,2017-11-13,12.0,Suspended,paypal,Annually,549.0,Beni
39,54,Combo Play,2017-11-15,1.0,Pending,paypal,Annually,295.0,La Paz
40,55,Combo Play,2017-11-15,12.0,Suspended,banktransfer,Annually,295.0,La Paz
42,56,VPS 0,2017-11-22,1.0,Pending,qr,Monthly,620.0,Cochabamba
43,57,Black Friday,2017-11-24,1.0,Pending,qr,Annually,299.0,La Paz
43,57,Black Friday,2017-11-24,1.0,Pending,qr,Annually,299.0,La Paz
43,57,Black Friday,2017-11-24,1.0,Pending,qr,Annually,299.0,La Paz
43,57,Black Friday,2017-11-24,1.0,Pending,qr,Annually,299.0,La Paz
43,57,Black Friday,2017-11-24,1.0,Pending,qr,Annually,299.0,La Paz
43,57,Black Friday,2017-11-24,1.0,Pending,qr,Annually,299.0,La Paz
43,57,Black Friday,2017-11-24,1.0,Pending,qr,Annually,299.0,La Paz
43,57,Black Friday,2017-11-24,1.0,Pending,qr,Annually,299.0,La Paz
43,57,Black Friday,2017-11-24,1.0,Pending,qr,Annually,299.0,La Paz
44,58,CLOUD PLUS,2017-12-05,12.0,Suspended,qr,Annually,299.0,Cochabamba
44,103,CLOUD PLUS,2018-01-30,12.0,Terminated,qr,Annually,299.0,Cochabamba
44,190,CLOUD PLUS,2018-04-07,12.0,Terminated,paypal,Annually,299.0,Cochabamba
45,59,CLOUD PLUS,2017-12-06,1.0,Pending,qr,Annually,299.0,La Paz
46,66,SHARED TURBO XXL,2017-12-13,12.0,Suspended,banktransfer,Annually,549.0,La Paz
46,95,CLOUD PLUS,2018-01-25,1.0,Cancelled,qr,Annually,299.0,La Paz
46,95,CLOUD PLUS,2018-01-25,1.0,Cancelled,qr,Annually,299.0,La Paz
46,95,CLOUD PLUS,2018-01-25,1.0,Cancelled,qr,Annually,299.0,La Paz
46,95,CLOUD PLUS,2018-01-25,1.0,Cancelled,qr,Annually,299.0,La Paz
46,95,CLOUD PLUS,2018-01-25,1.0,Cancelled,qr,Annually,299.0,La Paz
49,62,CLOUD PLUS,2017-12-12,1.0,Cancelled,qr,Annually,299.0,La Paz
49,62,CLOUD PLUS,2017-12-12,1.0,Cancelled,qr,Annually,299.0,La Paz
49,62,CLOUD PLUS,2017-12-12,1.0,Cancelled,qr,Annually,299.0,La Paz
49,62,CLOUD PLUS,2017-12-12,1.0,Cancelled,qr,Annually,299.0,La Paz
49,62,CLOUD PLUS,2017-12-12,1.0,Cancelled,qr,Annually,299.0,La Paz
49,62,CLOUD PLUS,2017-12-12,1.0,Cancelled,qr,Annually,299.0,La Paz
49,62,CLOUD PLUS,2017-12-12,1.0,Cancelled,qr,Annually,299.0,La Paz
49,62,CLOUD PLUS,2017-12-12,1.0,Cancelled,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
49,63,CLOUD PLUS,2017-12-12,12.0,Suspended,qr,Annually,299.0,La Paz
